Order_ID,Date,Product,Category,Quantity,Region,Unit_Price,Revenue
ORD-0381,2025-01-28,Office Chair,Furniture,10,West,144.98,1449.8
ORD-0382,2025-03-07,Keyboard,Electronics,4,North,48.35,193.4
ORD-0383,2025-06-12,Tablet,Electronics,1,South,422.29,422.29
ORD-0384,2025-08-17,Headphones,Electronics,4,South,82.12,328.48
ORD-0385,2025-09-18,Tablet,Electronics,7,North,432.14,3024.98
ORD-0386,2025-06-13,Desk,Furniture,4,South,255.35,1021.4
ORD-0387,2025-10-28,Headphones,Electronics,6,North,77.33,463.98
ORD-0388,2025-10-30,Desk,Furniture,9,North,251.19,2260.71
ORD-0389,2025-10-14,Webcam,Electronics,1,West,70.4,70.4
ORD-0390,2025-01-10,Smartphone,Electronics,five,East,688.14,3440.7
ORD-0391,2025-07-14,Tablet,Electronics,7,West,461.21,3228.47
ORD-0392,2025-04-28,Smartphone,Electronics,1,East,611.08,611.08
ORD-0393,2025-09-27,Smartphone,Electronics,4,East,714.3,2857.2
ORD-0394,2025-03-21,Monitor,Electronics,6,East,201.95,1211.7
ORD-0395,2025-04-03,Headphones,Electronics,2,South,72.04,144.08
ORD-0396,2025-09-23,Webcam,Electronics,10,West,63.62,636.2
ORD-0397,2025-11-28,Desk,Furniture,5,East,232.41,1162.05
ORD-0398,2025-12-16,Keyboard,Electronics,10,North,46.2,462.0
ORD-0399,2025-12-27,Laptop,Electronics,1,South,868.12,868.12
ORD-0400,2025-09-14,Keyboard,Electronics,6,West,40.55,243.3
ORD-0401,2025-05-13,Laptop,Electronics,6,East,1033.05,6198.3
ORD-0402,2025-10-03,Tablet,Electronics,4,North,447.04,1788.16
ORD-0403,2025-09-21,Mouse,Electronics,8,West,26.55,212.4
ORD-0404,2025-06-20,Keyboard,Electronics,4,West,48.46,193.84
ORD-0405,2025-01-01,Office Chair,Furniture,8,South,166.4,1331.2
ORD-0406,2025-11-09,Office Chair,Furniture,8,West,147.34,1178.72
ORD-0407,2025-03-05,Printer,Electronics,5,South,176.37,881.85
ORD-0408,2025-10-11,Headphones,Electronics,4,East,83.57,334.28
ORD-0409,2025-05-01,Laptop,Electronics,2,South,908.26,1816.52
ORD-0410,2025-04-17,Laptop,Electronics,3,North,985.61,2956.83
ORD-0411,2025-06-24,USB Cable,Accessories,3,South,10.86,32.58
ORD-0412,2025-07-23,Backpack,Stationery,4,North,33.64,134.56
ORD-0413,2025-06-14,Headphones,Electronics,4,South,80.79,323.16
ORD-0414,2025-11-01,Monitor,Electronics,10,West,225.81,2258.1
ORD-0415,2025-04-30,Printer,Electronics,5,East,182.77,913.85
ORD-0416,2025-02-13,Monitor,Electronics,4,North,228.7,914.8
ORD-0417,2025-11-08,Tablet,Electronics,10,South,378.51,3785.1
ORD-0418,2025-06-05,Tablet,Electronics,8,South,386.48,3091.84
ORD-0419,2025-07-26,Monitor,Electronics,6,South,236.23,1417.38
ORD-0420,2025-04-18,Monitor,Electronics,6,West,228.0,1368.0
ORD-0421,2025-09-08,Webcam,Electronics,8,West,64.58,516.64
ORD-0422,2025-11-30,Headphones,Electronics,7,North,85.47,598.29
ORD-0423,2025-05-10,Monitor,Electronics,10,North,208.66,2086.6
ORD-0424,2025-10-20,Office Chair,Furniture,10,West,159.3,1593.0
ORD-0425,2025-01-20,Backpack,Stationery,8,North,32.52,260.16
ORD-0426,2025-10-09,Backpack,Stationery,2,East,36.47,72.94
ORD-0427,2025-10-12,Smartphone,Electronics,9,East,671.69,6045.21
ORD-0428,2025-01-01,Mouse,Electronics,1,West,23.56,23.56
ORD-0429,2025-04-29,Tablet,Electronics,8,North,450.53,3604.24
ORD-0430,2025-02-04,Laptop,Electronics,4,South,931.25,3725.0
ORD-0431,2025-07-17,USB Cable,Accessories,4,East,11.5,46.0
ORD-0432,2025-09-02,Desk Lamp,Furniture,5,West,27.91,139.55
ORD-0433,2025-02-28,Laptop,Electronics,8,North,905.57,7244.56
ORD-0434,2025-11-21,Mouse,Electronics,5,West,22.61,113.05
ORD-0435,2025-06-10,USB Cable,Accessories,8,South,12.2,97.6
ORD-0436,2025-06-28,Webcam,Electronics,10,East,74.79,747.9
ORD-0437,2025-07-25,Headphones,Electronics,1,West,80.78,80.78
ORD-0438,2025-01-12,Keyboard,Electronics,10,West,42.47,424.7
ORD-0439,2025-10-03,Headphones,Electronics,9,West,72.54,652.86
ORD-0440,2025-06-30,Laptop,Electronics,6,South,895.78,5374.68
ORD-0441,2025-08-30,Laptop,Electronics,3,West,934.06,2802.18
ORD-0442,2025-08-04,USB Cable,Accessories,8,South,12.62,100.96
ORD-0443,2025-09-08,USB Cable,Accessories,9,South,11.25,101.25
ORD-0444,2025-10-26,Tablet,Electronics,6,South,438.46,2630.76
ORD-0445,2025-05-06,Webcam,Electronics,7,East,75.14,525.98
ORD-0446,2025-08-05,Tablet,Electronics,1,East,416.13,416.13
ORD-0447,2025-11-02,Mouse,Electronics,5,West,26.61,133.05
ORD-0448,2025-10-12,Monitor,Electronics,5,West,222.4,1112.0
ORD-0449,2025-07-04,Headphones,Electronics,10,East,82.19,821.9
ORD-0450,2025-02-08,USB Cable,Accessories,4,North,12.06,48.24
ORD-0451,2025-08-11,Desk,Furniture,6,East,238.23,1429.38
ORD-0452,2025-07-03,Mouse,Electronics,7,South,23.67,165.69
ORD-0453,2025-06-27,Office Chair,Furniture,9,East,153.7,1383.3
ORD-0454,2025-10-21,Webcam,Electronics,1,South,67.06,67.06
ORD-0455,2025-12-06,Laptop,Electronics,6,West,962.02,5772.12
ORD-0456,2025-05-31,Tablet,Electronics,7,North,388.08,2716.56
ORD-0457,2025-05-06,Mouse,Electronics,3,West,27.08,81.24
ORD-0458,2025-10-28,Desk Lamp,Furniture,8,South,31.32,250.56
ORD-0459,2025-11-04,Headphones,Electronics,5,South,78.42,392.1
ORD-0460,2025-12-02,USB Cable,Accessories,9,South,11.18,100.62
ORD-0461,2025-08-22,Laptop,Electronics,5,North,1022.58,5112.9
ORD-0462,2025-01-08,Keyboard,Electronics,9,East,47.91,431.19
ORD-0463,2025-12-07,Desk Lamp,Furniture,10,West,31.33,313.3
ORD-0464,2025-05-09,Webcam,Electronics,4,West,66.8,267.2
ORD-0465,2025-09-21,Mouse,Electronics,9,East,24.51,220.59
ORD-0466,2025-06-06,Printer,Electronics,5,West,165.7,828.5
ORD-0467,2025-12-18,Laptop,Electronics,10,North,890.92,8909.2
ORD-0468,2025-12-24,Headphones,Electronics,9,West,84.53,760.77
ORD-0469,2025-01-05,Smartphone,Electronics,3,South,677.96,2033.88
ORD-0470,2025-03-27,Desk,Furniture,4,East,244.49,977.96
ORD-0471,2025-06-24,Notebook,Stationery,9,North,8.63,77.67
ORD-0472,2025-10-17,Desk Lamp,Furniture,10,East,30.5,305.0
ORD-0473,2025-07-12,Monitor,Electronics,6,North,218.55,1311.3
ORD-0474,2025-11-07,Notebook,Stationery,2,South,7.74,15.48
ORD-0475,2025-04-29,Headphones,Electronics,7,East,87.05,609.35
ORD-0476,2025-08-06,Office Chair,Furniture,2,West,146.65,293.3
ORD-0477,2025-04-24,Tablet,Electronics,2,North,456.19,912.38
ORD-0478,2025-05-25,Office Chair,Furniture,1,East,170.45,170.45
ORD-0479,2025-01-26,Smartphone,Electronics,3,West,601.89,1805.67
ORD-0480,2025-05-16,Desk Lamp,Furniture,6,East,30.39,182.34
ORD-0481,2025-10-30,Monitor,Electronics,8,East,236.13,1889.04
ORD-0482,2025-08-20,Printer,Electronics,9,East,182.59,1643.31
ORD-0483,2025-03-17,Smartphone,Electronics,7,North,702.94,4920.58
ORD-0484,2025-11-24,Desk Lamp,Furniture,4,West,32.66,130.64
ORD-0485,2025-12-11,Backpack,Stationery,6,South,34.46,206.76
ORD-0486,2025-10-29,Notebook,Stationery,5,North,7.8,39.0
ORD-0487,2025-10-16,Smartphone,Electronics,8,North,706.72,5653.76
ORD-0488,2025-01-01,Notebook,Stationery,1,North,8.28,8.28
ORD-0489,2025-05-27,Laptop,Electronics,1,South,877.04,877.04
ORD-0490,2025-10-14,Office Chair,Furniture,6,West,145.35,872.1
ORD-0491,2025-05-22,Laptop,Electronics,10,West,962.28,9622.8
ORD-0492,2025-02-22,Desk,Furniture,2,West,260.65,521.3
ORD-0493,2025-10-31,Backpack,Stationery,5,East,37.41,187.05
ORD-0494,2025-03-10,Monitor,Electronics,1,East,227.74,227.74
ORD-0495,2025-12-27,Printer,Electronics,7,East,167.01,1169.07
ORD-0496,2025-03-31,Webcam,Electronics,1,South,66.56,66.56
ORD-0497,2025-08-08,Notebook,Stationery,4,East,8.6,34.4
ORD-0498,2025-07-11,Printer,Electronics,9,South,168.58,1517.22
ORD-0499,2025-03-04,Notebook,Stationery,1,West,7.65,7.65
ORD-0500,2025-03-14,Headphones,Electronics,4,East,74.07,296.28
ORD-0501,2025-06-10,Smartphone,Electronics,6,East,672.89,4037.34
ORD-0502,2025-06-18,Desk,Furniture,6,North,261.31,1567.86
ORD-0503,2025-03-30,Office Chair,Furniture,8,South,152.61,1220.88
ORD-0504,2025-06-25,Webcam,Electronics,1,West,69.66,69.66
ORD-0505,2025-09-26,USB Cable,Accessories,7,North,12.32,86.24
ORD-0506,2025-03-14,Notebook,Stationery,1,North,8.8,8.8
ORD-0507,2025-09-02,Printer,Electronics,7,West,165.77,1160.39
ORD-0508,2025-03-18,Desk,Furniture,3,North,239.93,719.79
ORD-0509,2025-06-08,Keyboard,Electronics,8,South,43.97,351.76
ORD-0510,2025-11-20,Webcam,Electronics,3,South,75.12,225.36
ORD-0511,2025-04-08,Keyboard,Electronics,1,East,44.78,44.78
ORD-0512,2025-04-12,Laptop,Electronics,8,North,876.09,7008.72
ORD-0513,2025-05-12,Office Chair,Furniture,3,East,164.3,492.9
ORD-0514,2025-04-12,Tablet,Electronics,2,North,442.75,885.5
ORD-0515,2025-01-19,Tablet,Electronics,1,South,378.24,378.24
ORD-0516,2025-03-23,USB Cable,Accessories,3,South,12.86,38.58
ORD-0517,2025-10-06,Headphones,Electronics,2,South,74.98,149.96
ORD-0518,2025-12-05,Printer,Electronics,2,North,181.87,363.74
ORD-0519,2025-12-31,Desk Lamp,Furniture,6,South,29.49,176.94
ORD-0520,2025-11-27,USB Cable,Accessories,1,North,12.53,12.53
ORD-0521,2025-05-09,Smartphone,Electronics,2,East,633.25,1266.5
ORD-0522,2025-12-10,Smartphone,Electronics,6,North,698.07,4188.42
ORD-0523,2025-11-06,Printer,Electronics,3,East,188.3,564.9
ORD-0524,2025-03-30,Desk Lamp,Furniture,4,North,30.89,123.56
ORD-0525,2025-08-01,Monitor,Electronics,1,East,233.03,233.03
ORD-0526,2025-05-23,Headphones,Electronics,8,South,84.06,672.48
ORD-0527,2025-03-06,Desk,Furniture,7,East,217.73,1524.11
ORD-0528,2025-03-17,Notebook,Stationery,7,South,7.83,54.81
ORD-0529,2025-07-18,Desk Lamp,Furniture,3,South,32.58,97.74
ORD-0530,2025-05-23,Tablet,Electronics,10,East,388.56,3885.6
ORD-0531,2025-11-12,Webcam,Electronics,10,North,73.32,733.2
ORD-0532,2025-04-03,Monitor,Electronics,3,North,240.88,
ORD-0533,2025-11-01,Notebook,Stationery,2,West,7.28,14.56
ORD-0534,2025-08-12,Notebook,Stationery,1,North,8.29,8.29
ORD-0535,2025-10-18,Monitor,Electronics,7,West,218.6,1530.2
ORD-0536,2025-04-12,Laptop,Electronics,7,North,965.04,6755.28
ORD-0537,2025-09-24,Keyboard,Electronics,2,North,41.27,82.54
ORD-0538,2025-12-21,Notebook,Stationery,7,South,7.27,50.89
ORD-0539,2025-04-20,Monitor,Electronics,8,West,227.34,1818.72
ORD-0540,2025-11-26,Desk Lamp,Furniture,1,North,31.94,31.94
ORD-0541,2025-09-22,Monitor,Electronics,9,West,232.41,2091.69
ORD-0542,2025-01-03,Backpack,Stationery,7,South,35.31,247.17
ORD-0543,2025-03-26,USB Cable,Accessories,3,South,11.04,33.12
ORD-0544,2025-10-09,Mouse,Electronics,8,West,25.94,207.52
ORD-0545,2025-11-24,Laptop,Electronics,7,South,900.96,6306.72
ORD-0546,2025-10-31,Office Chair,Furniture,8,East,173.15,1385.2
ORD-0547,2025-04-27,Mouse,Electronics,6,East,26.69,160.14
ORD-0548,2025-08-09,USB Cable,Accessories,9,South,12.5,112.5
ORD-0549,2025-06-03,USB Cable,Accessories,5,East,13.08,65.4
ORD-0550,2025-06-02,USB Cable,Accessories,3,North,10.88,32.64
ORD-0551,2025-01-12,Mouse,Electronics,3,West,26.18,78.54
ORD-0552,2025-05-13,Printer,Electronics,1,North,173.89,173.89
ORD-0553,2025-10-31,Keyboard,Electronics,8,West,48.65,389.2
ORD-0554,2025-10-20,Monitor,Electronics,2,South,209.73,419.46
ORD-0555,2025-10-27,Webcam,Electronics,3,North,73.15,219.45
ORD-0556,2025-08-16,Keyboard,Electronics,8,South,48.4,387.2
ORD-0557,2025-09-28,Tablet,Electronics,8,South,381.5,3052.0
ORD-0558,2025-02-12,Desk Lamp,Furniture,4,West,29.39,117.56
ORD-0559,2025-12-09,Headphones,Electronics,4,West,84.2,336.8
ORD-0560,2025-11-22,Printer,Electronics,5,West,178.38,891.9
ORD-0561,2025-10-29,Office Chair,Furniture,6,North,152.55,915.3
ORD-0562,2025-12-30,Keyboard,Electronics,5,East,42.48,212.4
ORD-0563,2025-01-21,Webcam,Electronics,7,West,64.84,453.88
ORD-0564,2025-04-17,Smartphone,Electronics,2,West,696.43,1392.86
ORD-0565,2025-12-02,USB Cable,Accessories,7,North,12.18,85.26
ORD-0566,2025-10-30,Notebook,Stationery,10,West,7.32,73.2
ORD-0567,2025-04-27,Tablet,Electronics,7,North,410.14,2870.98
ORD-0568,2025-05-04,Headphones,Electronics,1,South,77.88,77.88
ORD-0569,2025-10-08,Laptop,Electronics,7,West,889.53,6226.71
ORD-0570,2025-10-19,Office Chair,Furniture,5,West,157.94,789.7
ORD-0571,2025-07-22,Desk Lamp,Furniture,3,South,28.99,86.97
ORD-0572,2025-02-20,Headphones,Electronics,3,South,77.47,232.41
ORD-0573,2025-09-28,USB Cable,Accessories,4,South,12.57,50.28
ORD-0574,2025-11-20,Notebook,Stationery,2,West,7.56,15.12
ORD-0575,2025-10-04,Printer,Electronics,2,East,185.11,370.22
ORD-0576,2025-05-21,Notebook,Stationery,1,East,8.11,8.11
ORD-0577,2025-10-02,Mouse,Electronics,5,East,25.34,126.7
ORD-0578,2025-10-17,Notebook,Stationery,4,West,8.26,33.04
ORD-0579,2025-11-30,Mouse,Electronics,10,South,25.24,252.4
ORD-0580,2025-02-21,Tablet,Electronics,2,West,451.86,903.72
ORD-0581,2025-01-27,Printer,Electronics,3,South,186.32,558.96
ORD-0582,2025-06-06,Desk Lamp,Furniture,7,West,30.28,211.96
ORD-0583,2025-08-27,Desk,Furniture,7,West,255.83,1790.81
ORD-0584,2025-06-05,USB Cable,Accessories,4,South,12.25,49.0
ORD-0585,2025-10-18,Mouse,Electronics,5,East,23.96,119.8
ORD-0586,2025-05-16,Laptop,Electronics,5,South,894.35,4471.75
ORD-0587,2025-05-24,Notebook,Stationery,6,North,7.44,44.64
ORD-0588,2025-04-16,Notebook,Stationery,9,North,8.64,77.76
ORD-0589,2025-06-07,Laptop,Electronics,2,South,989.93,1979.86
ORD-0590,2025-05-26,Desk Lamp,Furniture,5,West,32.62,163.1
ORD-0591,2025-01-02,Smartphone,Electronics,3,North,663.43,1990.29
ORD-0592,2025-03-18,Tablet,Electronics,4,North,417.77,1671.08
ORD-0593,2025-05-12,Monitor,Electronics,10,West,200.63,2006.3
ORD-0594,2025-03-31,Desk,Furniture,6,West,248.24,1489.44
ORD-0595,2025-12-11,Office Chair,Furniture,8,East,162.63,1301.04
ORD-0596,2025-12-16,Webcam,Electronics,1,West,76.86,76.86
ORD-0597,2025-09-20,Mouse,Electronics,10,South,23.7,237.0
ORD-0598,2025-12-17,Laptop,Electronics,8,South,955.84,7646.72
ORD-0599,2025-04-18,Webcam,Electronics,7,East,72.11,504.77
ORD-0600,2025-03-15,Printer,Electronics,1,North,185.21,185.21
ORD-0601,2025-02-08,Desk Lamp,Furniture,2,North,30.37,60.74
ORD-0602,2025-06-08,Mouse,Electronics,3,West,26.38,79.14
ORD-0603,2025-03-12,Monitor,Electronics,1,South,207.02,207.02
ORD-0604,2025-11-08,Webcam,Electronics,9,North,73.16,658.44
ORD-0605,2025-08-29,Printer,Electronics,8,East,184.31,1474.48
ORD-0606,2025-10-25,Headphones,Electronics,2,East,86.34,172.68
ORD-0607,2025-02-05,USB Cable,Accessories,9,South,12.83,115.47
ORD-0608,2025-03-25,Notebook,Stationery,7,East,7.7,53.9
ORD-0609,2025-09-20,Headphones,Electronics,9,East,76.42,687.78
ORD-0610,2025-11-06,Mouse,Electronics,6,South,27.41,164.46
ORD-0611,2025-06-21,Monitor,Electronics,6,West,221.2,1327.2
ORD-0612,2025-06-22,Desk,Furniture,4,West,259.51,1038.04
ORD-0613,2025-12-28,Webcam,Electronics,10,East,65.29,652.9
ORD-0614,2025-02-16,Tablet,Electronics,10,West,432.0,4320.0
ORD-0615,2025-05-21,USB Cable,Accessories,2,West,12.74,25.48
ORD-0616,2025-04-28,Mouse,Electronics,7,East,27.24,190.68
ORD-0617,2025-10-04,Desk Lamp,Furniture,5,West,29.02,145.1
ORD-0618,2025-08-02,Laptop,Electronics,6,East,992.75,5956.5
ORD-0619,2025-08-08,Tablet,Electronics,2,North,423.26,846.52
ORD-0620,2025-01-26,Tablet,Electronics,5,South,383.09,1915.45
ORD-0621,2025-01-09,Tablet,Electronics,10,South,435.96,4359.6
ORD-0622,2025-09-28,Keyboard,Electronics,4,West,46.71,186.84
ORD-0623,2025-01-10,Mouse,Electronics,9,West,27.15,244.35
ORD-0624,2025-05-01,USB Cable,Accessories,6,West,11.99,71.94
ORD-0625,2025-05-05,Notebook,Stationery,2,South,7.57,15.14
ORD-0626,2025-06-19,Notebook,Stationery,1,North,7.27,7.27
ORD-0627,2025-03-13,Mouse,Electronics,5,North,24.58,122.9
ORD-0628,2025-06-01,Printer,Electronics,9,South,172.87,1555.83
ORD-0629,2025-07-27,Keyboard,Electronics,6,North,47.35,284.1
ORD-0630,2025-02-18,Laptop,Electronics,10,South,922.31,9223.1
ORD-0631,2025-06-03,Tablet,Electronics,7,North,457.72,3204.04
ORD-0632,2025-12-13,Tablet,Electronics,5,East,458.83,2294.15
ORD-0633,2025-10-20,Mouse,Electronics,10,East,25.6,256.0
ORD-0634,2025-03-09,Printer,Electronics,6,South,195.43,1172.58
ORD-0635,2025-02-19,Notebook,Stationery,5,North,8.42,42.1
ORD-0636,2025-06-01,Notebook,Stationery,9,West,8.07,72.63
ORD-0637,2025-01-19,Monitor,Electronics,6,North,205.93,1235.58
ORD-0638,2025-04-10,Mouse,Electronics,8,East,24.79,198.32
ORD-0639,2025-03-01,Keyboard,Electronics,2,East,45.55,91.1
ORD-0640,2025-06-16,Smartphone,Electronics,9,North,697.32,6275.88
ORD-0641,2025-07-21,Keyboard,Electronics,5,North,44.83,224.15
ORD-0642,2025-12-11,Desk Lamp,Furniture,7,West,32.39,226.73
ORD-0643,2025-05-26,Notebook,Stationery,10,West,8.28,82.8
ORD-0644,2025-06-13,Notebook,Stationery,1,North,7.42,7.42
ORD-0645,2025-08-30,Headphones,Electronics,10,North,87.92,879.2
ORD-0646,2025-03-10,Notebook,Stationery,5,North,8.04,40.2
ORD-0647,2025-06-24,Laptop,Electronics,10,North,929.45,9294.5
ORD-0648,2025-02-18,Office Chair,Furniture,2,South,165.09,330.18
ORD-0649,2025-04-18,Mouse,Electronics,6,North,23.04,138.24
ORD-0650,2025-08-14,Webcam,Electronics,1,West,71.91,71.91
ORD-0651,2025-06-10,Keyboard,Electronics,3,East,44.98,134.94
ORD-0652,2025-04-29,Office Chair,Furniture,5,South,157.01,785.05
ORD-0653,2025-05-29,Printer,Electronics,4,North,196.31,785.24
ORD-0654,2025-05-30,Smartphone,Electronics,3,East,652.93,1958.79
ORD-0655,2025-10-20,Laptop,Electronics,10,South,896.63,8966.3
ORD-0656,2025-05-23,USB Cable,Accessories,5,East,11.9,59.5
ORD-0657,2025-06-09,Backpack,Stationery,8,North,37.94,303.52
ORD-0658,2025-01-11,Keyboard,Electronics,4,North,42.08,168.32
ORD-0659,2025-05-18,Office Chair,Furniture,1,West,150.85,150.85
ORD-0660,2025-03-19,USB Cable,Accessories,7,North,10.83,75.81
ORD-0661,2025-03-18,Smartphone,Electronics,8,North,586.84,4694.72
ORD-0662,2025-09-11,Headphones,Electronics,3,South,85.27,255.81
ORD-0663,2025-09-15,USB Cable,Accessories,6,West,12.56,75.36
ORD-0664,2025-11-16,Laptop,Electronics,2,South,922.46,1844.92
ORD-0665,2025-10-18,Laptop,Electronics,7,East,987.68,6913.76
ORD-0666,2025-09-20,Webcam,Electronics,8,North,68.53,548.24
ORD-0667,2025-03-26,Headphones,Electronics,6,East,87.25,523.5
ORD-0668,2025-05-26,Backpack,Stationery,6,South,38.27,229.62
ORD-0669,2025-11-19,Mouse,Electronics,5,North,24.46,122.3
ORD-0670,2025-02-11,USB Cable,Accessories,8,North,12.85,102.8
ORD-0671,2025-05-05,Headphones,Electronics,1,South,84.37,84.37
ORD-0672,2025-06-16,Laptop,Electronics,10,South,913.9,9139.0
ORD-0673,2025-08-29,Laptop,Electronics,4,South,899.09,3596.36
ORD-0674,2025-10-07,Office Chair,Furniture,4,South,158.66,634.64
ORD-0675,2025-07-07,Notebook,Stationery,3,South,8.45,25.35
ORD-0676,2025-10-29,Backpack,Stationery,3,North,38.22,114.66
ORD-0677,2025-01-19,USB Cable,Accessories,4,South,12.63,50.52
ORD-0678,2025-03-09,Webcam,Electronics,1,North,74.97,74.97
ORD-0679,2025-08-06,Webcam,Electronics,2,North,71.44,142.88
ORD-0680,2025-04-12,USB Cable,Accessories,9,South,12.8,115.2
ORD-0681,2025-02-11,Desk Lamp,Furniture,10,South,31.71,317.1
ORD-0682,2025-10-15,Tablet,Electronics,2,West,409.67,819.34
ORD-0683,2025-06-16,Smartphone,Electronics,5,North,656.76,3283.8
ORD-0684,2025-04-19,Webcam,Electronics,9,South,74.27,668.43
ORD-0685,2025-02-05,Headphones,Electronics,9,South,72.74,654.66
ORD-0686,2025-08-20,Smartphone,Electronics,8,South,690.05,5520.4
ORD-0687,2025-08-17,Headphones,Electronics,1,West,74.85,74.85
ORD-0688,2025-12-19,Printer,Electronics,1,West,180.53,180.53
ORD-0689,2025-06-13,Laptop,Electronics,9,East,1008.57,9077.13
ORD-0690,2025-03-14,Notebook,Stationery,8,North,7.61,60.88
ORD-0691,2025-05-16,Office Chair,Furniture,10,East,151.87,1518.7
ORD-0692,2025-12-19,Webcam,Electronics,9,South,68.64,617.76
ORD-0693,2025-03-11,Notebook,Stationery,7,West,8.63,60.41
ORD-0694,2025-07-15,Notebook,Stationery,3,West,7.2,21.6
ORD-0695,2025-09-26,Notebook,Stationery,3,East,8.64,25.92
ORD-0696,2025-02-18,Tablet,Electronics,2,West,390.92,781.84
ORD-0697,2025-11-12,Smartphone,Electronics,5,South,713.71,3568.55
ORD-0698,2025-05-10,Headphones,Electronics,3,West,87.28,261.84
ORD-0699,2025-01-05,Desk,Furniture,6,East,239.74,1438.44
ORD-0700,2025-01-27,Printer,Electronics,2,South,180.46,360.92
ORD-0701,2025-06-09,Keyboard,Electronics,3,East,44.83,134.49
ORD-0702,2025-05-29,Notebook,Stationery,5,West,8.22,41.1
ORD-0703,2025-09-21,Mouse,Electronics,three,East,22.95,22.95
ORD-0704,2025-08-18,Smartphone,Electronics,1,East,589.24,589.24
ORD-0705,2025-07-19,Webcam,Electronics,10,North,63.81,638.1
ORD-0706,2025-02-19,Backpack,Stationery,9,West,34.61,311.49
ORD-0707,2025-03-08,Webcam,Electronics,7,West,66.86,468.02
ORD-0708,2025-10-27,Office Chair,Furniture,1,East,163.91,163.91
ORD-0709,2025-02-27,Keyboard,Electronics,8,North,49.43,395.44
ORD-0710,2025-09-16,Desk,Furniture,3,West,234.54,703.62
ORD-0711,2025-12-08,Mouse,Electronics,8,South,25.37,202.96
ORD-0712,2025-11-22,Webcam,Electronics,5,East,68.82,344.1
ORD-0713,2025-05-10,Desk,Furniture,1,West,256.67,256.67
ORD-0714,2025-08-03,Keyboard,Electronics,7,South,48.62,340.34
ORD-0715,2025-06-21,Notebook,Stationery,5,West,8.6,43.0
ORD-0716,2025-09-15,Mouse,Electronics,6,South,27.37,164.22
ORD-0717,2025-04-12,Desk,Furniture,6,East,217.32,1303.92
ORD-0718,2025-07-28,Office Chair,Furniture,8,West,170.87,1366.96
ORD-0719,2025-10-18,Headphones,Electronics,9,West,84.03,756.27
ORD-0720,2025-12-20,Laptop,Electronics,2,North,898.45,1796.9
ORD-0721,2025-10-13,Headphones,Electronics,9,East,87.3,785.7
ORD-0722,2025-04-26,Keyboard,Electronics,10,South,41.83,418.3
ORD-0723,2025-09-21,Smartphone,Electronics,9,West,673.34,6060.06
ORD-0724,2025-05-30,Laptop,Electronics,10,West,897.73,8977.3
ORD-0725,2025-10-27,Printer,Electronics,10,South,177.53,1775.3
ORD-0726,2025-02-05,Office Chair,Furniture,7,East,167.01,1169.07
ORD-0727,2025-11-29,Printer,Electronics,1,North,182.28,182.28
ORD-0728,2025-10-14,Tablet,Electronics,7,North,413.91,2897.37
ORD-0729,2025-10-30,Mouse,Electronics,10,West,24.13,241.3
ORD-0730,2025-11-07,USB Cable,Accessories,5,South,12.82,64.1
ORD-0731,2025-07-27,Laptop,Electronics,6,West,882.32,5293.92
ORD-0732,2025-04-16,Printer,Electronics,10,South,177.48,1774.8
ORD-0733,2025-06-07,Webcam,Electronics,7,North,75.65,529.55
ORD-0734,2025-05-01,Printer,Electronics,5,East,192.45,962.25
ORD-0735,2025-02-24,Desk,Furniture,7,South,235.25,1646.75
ORD-0736,2025-01-12,Headphones,Electronics,9,North,84.21,757.89
ORD-0737,2025-05-25,Desk,Furniture,3,West,255.51,766.53
ORD-0738,2025-05-16,Tablet,Electronics,8,South,452.67,3621.36
ORD-0739,2025-01-03,Laptop,Electronics,2,East,958.46,1916.92
ORD-0740,2025-05-24,Laptop,Electronics,7,West,893.85,6256.95
ORD-0741,2025-01-30,Tablet,Electronics,2,West,399.45,798.9
ORD-0742,2025-08-25,Keyboard,Electronics,4,North,43.16,172.64
ORD-0743,2025-10-06,Desk,Furniture,7,South,244.5,1711.5
ORD-0744,2025-12-14,Monitor,Electronics,3,West,199.44,598.32
ORD-0745,2025-04-25,Webcam,Electronics,2,East,71.9,143.8
ORD-0746,2025-04-14,Backpack,Stationery,10,South,34.05,340.5
ORD-0747,2025-04-28,Headphones,Electronics,7,East,76.72,537.04
ORD-0748,2025-01-05,Laptop,Electronics,1,West,1022.1,1022.1
ORD-0749,2025-12-26,Keyboard,Electronics,8,East,44.64,357.12
ORD-0750,2025-09-05,USB Cable,Accessories,3,North,11.03,33.09
ORD-0751,2025-12-30,Webcam,Electronics,2,East,74.57,149.14
ORD-0752,2025-11-17,Desk,Furniture,3,South,218.29,654.87
ORD-0753,2025-05-01,Headphones,Electronics,5,East,83.63,418.15
ORD-0754,2025-10-13,USB Cable,Accessories,8,East,12.66,101.28
ORD-0755,2025-05-29,Desk,Furniture,10,North,232.92,2329.2
ORD-0756,2025-03-25,Printer,Electronics,7,East,191.69,1341.83
ORD-0757,2025-08-19,USB Cable,Accessories,7,East,12.04,84.28
ORD-0758,2025-10-15,Tablet,Electronics,7,West,416.92,2918.44
ORD-0759,2025-06-10,Desk Lamp,Furniture,8,West,27.27,218.16
ORD-0760,2025-09-29,Keyboard,Electronics,1,South,43.11,43.11
ORD-0761,2025-02-07,Headphones,Electronics,4,West,86.9,347.6
